"","x"
"9012","OAT"
"9013","NKX1-2"
"9014","LHPP"
"9015","ZRANB1"
"9016","CTBP2"
"9017","EDRF1"
"9018","MMP21"
"9019","UROS"
"9020","BCCIP"
"9021","DHX32"
"9022","FANK1"
"9023","ADAM12"
"9024","C10orf90"
"9025","DOCK1"
"9026","CLRN3"
"9027","PTPRE"
"9028","MGMT"
"9029","GLRX3"
"9030","TCERG1L"
"9031","PPP2R2D"
"9032","BNIP3"
"9033","JAKMIP3"
"9034","DPYSL4"
"9035","STK32C"
"9036","LRRC27"
"9037","PWWP2B"
"9038","INPP5A"
"9039","NKX6-2"
"9040","CFAP46"
"9041","ADGRA1"
"9042","KNDC1"
"9043","ADAM8"
"9044","TUBGCP2"
"9045","ZNF511"
"9046","PRAP1"
"9047","CALY"
"9048","ECHS1"
"9049","PAOX"
"9050","MTG1"
"9051","SPRN"
"9052","CYP2E1"
"9053","SYCE1"
"9054","IQSEC3"
"9055","SLC6A12"
"9056","SLC6A13"
"9057","KDM5A"
"9058","CCDC77"
"9059","B4GALNT3"
"9060","NINJ2"
"9061","WNK1"
"9062","RAD52"
"9063","ERC1"
"9064","WNT5B"
"9065","FBXL14"
"9066","ADIPOR2"
"9067","CACNA2D4"
"9068","LRTM2"
"9069","DCP1B"
"9070","CACNA1C"
"9071","FKBP4"
"9072","ITFG2"
"9073","NRIP2"
"9074","FOXM1"
"9075","RHNO1"
"9076","TULP3"
"9077","TEAD4"
"9078","TSPAN9"
"9079","PRMT8"
"9080","CRACR2A"
"9081","PARP11"
"9082","CCND2"
"9083","TIGAR"
"9084","FGF23"
"9085","C12orf4"
"9086","RAD51AP1"
"9087","DYRK4"
"9088","AKAP3"
"9089","GALNT8"
"9090","KCNA1"
"9091","KCNA5"
"9092","NTF3"
"9093","ANO2"
"9094","VWF"
"9095","CD9"
"9096","TNFRSF1A"
"9097","SCNN1A"
"9098","LTBR"
"9099","CD27"
"9100","TAPBPL"
"9101","VAMP1"
"9102","MRPL51"
"9103","NCAPD2"
"9104","GAPDH"
"9105","IFFO1"
"9106","NOP2"
"9107","CHD4"
"9108","ACRBP"
"9109","ING4"
"9110","ZNF384"
"9111","PIANP"
"9112","COPS7A"
"9113","MLF2"
"9114","PTMS"
"9115","LAG3"
"9116","GPR162"
"9117","P3H3"
"9118","GNB3"
"9119","CDCA3"
"9120","USP5"
"9121","TPI1"
"9122","SPSB2"
"9123","LRRC23"
"9124","ENO2"
"9125","ATN1"
"9126","C12orf57"
"9127","PTPN6"
"9128","PHB2"
"9129","LPCAT3"
"9130","C1S"
"9131","C1R"
"9132","C1RL"
"9133","RBP5"
"9134","CLSTN3"
"9135","PEX5"
"9136","CD163L1"
"9137","CD163"
"9138","NANOG"
"9139","SLC2A3"
"9140","FOXJ2"
"9141","NECAP1"
"9142","CLEC4A"
"9143","FAM90A1"
"9144","AICDA"
"9145","MFAP5"
"9146","RIMKLB"
"9147","A2ML1"
"9148","PHC1"
"9149","M6PR"
"9150","KLRG1"
"9151","A2M"
"9152","CLEC2D"
"9153","CLEC2A"
"9154","OLR1"
"9155","TMEM52B"
"9156","GABARAPL1"
"9157","KLRD1"
"9158","KLRC2"
"9159","KLRC1"
"9160","MAGOHB"
"9161","STYK1"
"9162","YBX3"
"9163","TAS2R8"
"9164","TAS2R9"
"9165","PRH1"
"9166","SMIM10L1"
"9167","PRB1"
"9168","PRB2"
"9169","ETV6"
"9170","BCL2L14"
"9171","LRP6"
"9172","MANSC1"
"9173","BORCS5"
"9174","DUSP16"
"9175","CREBL2"
"9176","GPR19"
"9177","CDKN1B"
"9178","APOLD1"
"9179","DDX47"
"9180","HEBP1"
"9181","FAM234B"
"9182","GSG1"
"9183","EMP1"
"9184","GRIN2B"
"9185","ATF7IP"
"9186","PLBD1"
"9187","GUCY2C"
"9188","HIST4H4"
"9189","H2AFJ"
"9190","WBP11"
"9191","C12orf60"
"9192","ART4"
"9193","MGP"
"9194","ARHGDIB"
"9195","PDE6H"
"9196","RERG"
"9197","PTPRO"
"9198","EPS8"
"9199","STRAP"
"9200","DERA"
"9201","SLC15A5"
"9202","MGST1"
"9203","LMO3"
"9204","PIK3C2G"
"9205","PLEKHA5"
"9206","AEBP2"
"9207","PDE3A"
"9208","SLCO1C1"
"9209","SLCO1A2"
"9210","IAPP"
"9211","PYROXD1"
"9212","RECQL"
"9213","GOLT1B"
"9214","SPX"
"9215","GYS2"
"9216","LDHB"
"9217","KCNJ8"
"9218","ABCC9"
"9219","CMAS"
"9220","ST8SIA1"
"9221","C2CD5"
"9222","ETNK1"
"9223","SOX5"
"9224","BCAT1"
"9225","LRMP"
"9226","CASC1"
"9227","KRAS"
"9228","RASSF8"
"9229","BHLHE41"
"9230","SSPN"
"9231","ITPR2"
"9232","FGFR1OP2"
"9233","TM7SF3"
"9234","MED21"
"9235","STK38L"
"9236","ARNTL2"
"9237","SMCO2"
"9238","PPFIBP1"
"9239","REP15"
"9240","MRPS35"
"9241","MANSC4"
"9242","KLHL42"
"9243","PTHLH"
"9244","CCDC91"
"9245","FAR2"
"9246","ERGIC2"
"9247","OVCH1"
"9248","TMTC1"
"9249","IPO8"
"9250","CAPRIN2"
"9251","TSPAN11"
"9252","DDX11"
"9253","DENND5B"
"9254","AMN1"
"9255","BICD1"
"9256","FGD4"
"9257","DNM1L"
"9258","YARS2"
"9259","PKP2"
"9260","SYT10"
"9261","ALG10"
"9262","ALG10B"
"9263","CPNE8"
"9264","KIF21A"
"9265","ABCD2"
"9266","SLC2A13"
"9267","LRRK2"
"9268","CNTN1"
"9269","PDZRN4"
"9270","GXYLT1"
"9271","YAF2"
"9272","PPHLN1"
"9273","ZCRB1"
"9274","PRICKLE1"
"9275","ADAMTS20"
"9276","PUS7L"
"9277","IRAK4"
"9278","TWF1"
"9279","TMEM117"
"9280","NELL2"
"9281","DBX2"
"9282","ANO6"
"9283","ARID2"
"9284","SCAF11"
"9285","SLC38A1"
"9286","SLC38A2"
"9287","SLC38A4"
"9288","AMIGO2"
"9289","PCED1B"
"9290","RPAP3"
"9291","ENDOU"
"9292","RAPGEF3"
"9293","SLC48A1"
"9294","HDAC7"
"9295","VDR"
"9296","TMEM106C"
"9297","COL2A1"
"9298","SENP1"
"9299","PFKM"
"9300","ASB8"
"9301","CCDC184"
"9302","ZNF641"
"9303","ANP32D"
"9304","C12orf54"
"9305","OR8S1"
"9306","KANSL2"
"9307","CCNT1"
"9308","ADCY6"
"9309","CACNB3"
"9310","DDX23"
"9311","RND1"
"9312","CCDC65"
"9313","ARF3"
"9314","WNT10B"
"9315","DDN"
"9316","PRKAG1"
"9317","KMT2D"
"9318","RHEBL1"
"9319","LMBR1L"
"9320","TUBA1B"
"9321","TUBA1A"
"9322","TUBA1C"
"9323","C1QL4"
"9324","DNAJC22"
"9325","SPATS2"
"9326","KCNH3"
"9327","MCRS1"
"9328","PRPF40B"
"9329","FMNL3"
"9330","TMBIM6"
"9331","NCKAP5L"
"9332","BCDIN3D"
"9333","FAIM2"
"9334","AQP6"
"9335","RACGAP1"
"9336","ASIC1"
"9337","SMARCD1"
"9338","GPD1"
"9339","COX14"
"9340","CERS5"
"9341","LIMA1"
"9342","LARP4"
"9343","DIP2B"
"9344","ATF1"
"9345","TMPRSS12"
"9346","METTL7A"
"9347","SLC11A2"
"9348","LETMD1"
"9349","CSRNP2"
"9350","TFCP2"
"9351","POU6F1"
"9352","DAZAP2"
"9353","SMAGP"
"9354","GALNT6"
"9355","SLC4A8"
"9356","SCN8A"
"9357","ACVRL1"
"9358","ACVR1B"
"9359","GRASP"
"9360","NR4A1"
"9361","ATG101"
"9362","KRT7"
"9363","KRT86"
"9364","KRT81"
"9365","KRT83"
"9366","KRT5"
"9367","KRT8"
"9368","KRT18"
"9369","EIF4B"
"9370","TNS2"
"9371","SPRYD3"
"9372","IGFBP6"
"9373","CSAD"
"9374","ZNF740"
"9375","RARG"
"9376","MFSD5"
"9377","ESPL1"
"9378","PFDN5"
"9379","C12orf10"
"9380","AAAS"
"9381","SP7"
"9382","SP1"
"9383","PRR13"
"9384","PCBP2"
"9385","MAP3K12"
"9386","TARBP2"
"9387","ATF7"
"9388","CALCOCO1"
"9389","SMUG1"
"9390","CBX5"
"9391","HNRNPA1"
"9392","COPZ1"
"9393","GPR84"
"9394","ZNF385A"
"9395","NCKAP1L"
"9396","PDE1B"
"9397","PPP1R1A"
"9398","MUCL1"
"9399","TESPA1"
"9400","METTL7B"
"9401","ITGA7"
"9402","RDH5"
"9403","CD63"
"9404","GDF11"
"9405","SARNP"
"9406","ORMDL2"
"9407","DNAJC14"
"9408","MMP19"
"9409","PYM1"
"9410","DGKA"
"9411","CDK2"
"9412","RAB5B"
"9413","SUOX"
"9414","IKZF4"
"9415","RPS26"
"9416","ERBB3"
"9417","PA2G4"
"9418","RPL41"
"9419","ZC3H10"
"9420","ESYT1"
"9421","MYL6B"
"9422","MYL6"
"9423","SMARCC2"
"9424","RNF41"
"9425","NABP2"
"9426","SLC39A5"
"9427","ANKRD52"
"9428","COQ10A"
"9429","CS"
"9430","PAN2"
"9431","IL23A"
"9432","STAT2"
"9433","TIMELESS"
"9434","MIP"
"9435","SPRYD4"
"9436","GLS2"
"9437","RBMS2"
"9438","BAZ2A"
"9439","PTGES3"
"9440","NACA"
"9441","PRIM1"
"9442","HSD17B6"
"9443","SDR9C7"
"9444","RDH16"
"9445","ZBTB39"
"9446","TAC3"
"9447","NEMP1"
"9448","NAB2"
"9449","STAT6"
"9450","LRP1"
"9451","NXPH4"
"9452","SHMT2"
"9453","NDUFA4L2"
"9454","STAC3"
"9455","R3HDM2"
"9456","INHBE"
"9457","GLI1"
"9458","ARHGAP9"
"9459","MARS"
"9460","DDIT3"
"9461","MBD6"
"9462","DCTN2"
"9463","KIF5A"
"9464","PIP4K2C"
"9465","DTX3"
"9466","ARHGEF25"
"9467","SLC26A10"
"9468","B4GALNT1"
"9469","OS9"
"9470","AGAP2"
"9471","TSPAN31"
"9472","CDK4"
"9473","MARCH9"
"9474","CYP27B1"
"9475","METTL1"
"9476","TSFM"
"9477","AVIL"
"9478","CTDSP2"
"9479","LRIG3"
"9480","SLC16A7"
"9481","FAM19A2"
"9482","USP15"
"9483","MON2"
"9484","PPM1H"
"9485","AVPR1A"
"9486","DPY19L2"
"9487","SRGAP1"
"9488","C12orf66"
"9489","XPOT"
"9490","TBK1"
"9491","RASSF3"
"9492","GNS"
"9493","TBC1D30"
"9494","WIF1"
"9495","LEMD3"
"9496","MSRB3"
"9497","HMGA2"
"9498","LLPH"
"9499","IRAK3"
"9500","HELB"
"9501","GRIP1"
"9502","CAND1"
"9503","DYRK2"
"9504","MDM1"
"9505","RAP1B"
"9506","NUP107"
"9507","SLC35E3"
"9508","MDM2"
"9509","CPM"
"9510","CPSF6"
"9511","LYZ"
"9512","YEATS4"
"9513","FRS2"
"9514","CCT2"
"9515","BEST3"
"9516","RAB3IP"
"9517","MYRFL"
"9518","CNOT2"
"9519","KCNMB4"
"9520","PTPRB"
"9521","PTPRR"
"9522","LGR5"
"9523","ZFC3H1"
"9524","THAP2"
"9525","TMEM19"
"9526","RAB21"
"9527","TBC1D15"
"9528","TPH2"
"9529","TRHDE"
"9530","ATXN7L3B"
"9531","KCNC2"
"9532","CAPS2"
"9533","GLIPR1L1"
"9534","GLIPR1L2"
"9535","GLIPR1"
"9536","KRR1"
"9537","PHLDA1"
"9538","NAP1L1"
"9539","BBS10"
"9540","OSBPL8"
"9541","ZDHHC17"
"9542","CSRP2"
"9543","E2F7"
"9544","NAV3"
"9545","SYT1"
"9546","PAWR"
"9547","PPP1R12A"
"9548","OTOGL"
"9549","PTPRQ"
"9550","MYF6"
"9551","LIN7A"
"9552","ACSS3"
"9553","PPFIA2"
"9554","CCDC59"
"9555","METTL25"
"9556","TMTC2"
"9557","SLC6A15"
"9558","TSPAN19"
"9559","LRRIQ1"
"9560","MGAT4C"
"9561","C12orf50"
"9562","C12orf29"
"9563","CEP290"
"9564","TMTC3"
"9565","KITLG"
"9566","DUSP6"
"9567","POC1B"
"9568","ATP2B1"
"9569","DCN"
"9570","BTG1"
"9571","EEA1"
"9572","NUDT4"
"9573","UBE2N"
"9574","MRPL42"
"9575","SOCS2"
"9576","CRADD"
"9577","PLXNC1"
"9578","CEP83"
"9579","TMCC3"
"9580","NDUFA12"
"9581","NR2C1"
"9582","FGD6"
"9583","VEZT"
"9584","METAP2"
"9585","USP44"
"9586","NTN4"
"9587","SNRPF"
"9588","AMDHD1"
"9589","LTA4H"
"9590","ELK3"
"9591","CDK17"
"9592","CFAP54"
"9593","NEDD1"
"9594","TMPO"
"9595","SLC25A3"
"9596","IKBIP"
"9597","APAF1"
"9598","ANKS1B"
"9599","UHRF1BP1L"
"9600","ACTR6"
"9601","DEPDC4"
"9602","SCYL2"
"9603","SLC17A8"
"9604","GAS2L3"
"9605","ANO4"
"9606","SLC5A8"
"9607","UTP20"
"9608","ARL1"
"9609","MYBPC1"
"9610","CHPT1"
"9611","SYCP3"
"9612","GNPTAB"
"9613","DRAM1"
"9614","NUP37"
"9615","PARPBP"
"9616","IGF1"
"9617","PAH"
"9618","ASCL1"
"9619","C12orf42"
"9620","NT5DC3"
"9621","HSP90B1"
"9622","C12orf73"
"9623","TDG"
"9624","GLT8D2"
"9625","HCFC2"
"9626","NFYB"
"9627","TXNRD1"
"9628","CHST11"
"9629","SLC41A2"
"9630","C12orf45"
"9631","ALDH1L2"
"9632","APPL2"
"9633","C12orf75"
"9634","NUAK1"
"9635","CKAP4"
"9636","TCP11L2"
"9637","POLR3B"
"9638","RFX4"
"9639","RIC8B"
"9640","TMEM263"
"9641","MTERF2"
"9642","CRY1"
"9643","BTBD11"
"9644","PWP1"
"9645","PRDM4"
"9646","WSCD2"
"9647","CMKLR1"
"9648","FICD"
"9649","SART3"
"9650","ISCU"
"9651","SELPLG"
"9652","CORO1C"
"9653","SSH1"
"9654","SVOP"
"9655","USP30"
"9656","ALKBH2"
"9657","UNG"
"9658","ACACB"
"9659","FOXN4"
"9660","MYO1H"
"9661","KCTD10"
"9662","UBE3B"
"9663","MMAB"
"9664","MVK"
"9665","FAM222A"
"9666","GLTP"
"9667","TCHP"
"9668","GIT2"
"9669","ANKRD13A"
"9670","C12orf76"
"9671","IFT81"
"9672","ATP2A2"
"9673","ANAPC7"
"9674","ARPC3"
"9675","GPN3"
"9676","FAM216A"
"9677","VPS29"
"9678","RAD9B"
"9679","PPTC7"
"9680","TCTN1"
"9681","HVCN1"
"9682","PPP1CC"
"9683","CUX2"
"9684","SH2B3"
"9685","ATXN2"
"9686","BRAP"
"9687","ACAD10"
"9688","ALDH2"
"9689","MAPKAPK5"
"9690","TMEM116"
"9691","ERP29"
"9692","NAA25"
"9693","TRAFD1"
"9694","HECTD4"
"9695","RPL6"
"9696","PTPN11"
"9697","RPH3A"
"9698","OAS1"
"9699","OAS3"
"9700","OAS2"
"9701","DTX1"
"9702","RASAL1"
"9703","CFAP73"
"9704","DDX54"
"9705","RITA1"
"9706","IQCD"
"9707","TPCN1"
"9708","SLC8B1"
"9709","PLBD2"
"9710","SDS"
"9711","SDSL"
"9712","RBM19"
"9713","MED13L"
"9714","MAP1LC3B2"
"9715","C12orf49"
"9716","RNFT2"
"9717","HRK"
"9718","FBXW8"
"9719","TESC"
"9720","FBXO21"
"9721","NOS1"
"9722","KSR2"
"9723","RFC5"
"9724","WSB2"
"9725","VSIG10"
"9726","PEBP1"
"9727","TAOK3"
"9728","SUDS3"
"9729","SRRM4"
"9730","HSPB8"
"9731","CCDC60"
"9732","TMEM233"
"9733","PRKAB1"
"9734","CIT"
"9735","RAB35"
"9736","GCN1"
"9737","RPLP0"
"9738","PXN"
"9739","SIRT4"
"9740","MSI1"
"9741","COX6A1"
"9742","TRIAP1"
"9743","GATC"
"9744","SRSF9"
"9745","DYNLL1"
"9746","COQ5"
"9747","RNF10"
"9748","POP5"
"9749","CABP1"
"9750","MLEC"
"9751","UNC119B"
"9752","ACADS"
"9753","SPPL3"
"9754","HNF1A"
"9755","C12orf43"
"9756","P2RX7"
"9757","P2RX4"
"9758","CAMKK2"
"9759","ANAPC5"
"9760","RNF34"
"9761","KDM2B"
"9762","ORAI1"
"9763","MORN3"
"9764","TMEM120B"
"9765","RHOF"
"9766","SETD1B"
"9767","WDR66"
"9768","BCL7A"
"9769","MLXIP"
"9770","LRRC43"
"9771","B3GNT4"
"9772","DIABLO"
"9773","CLIP1"
"9774","ZCCHC8"
"9775","RSRC2"
"9776","KNTC1"
"9777","DENR"
"9778","CCDC62"
"9779","HIP1R"
"9780","VPS37B"
"9781","ABCB9"
"9782","OGFOD2"
"9783","ARL6IP4"
"9784","PITPNM2"
"9785","MPHOSPH9"
"9786","C12orf65"
"9787","CDK2AP1"
"9788","SBNO1"
"9789","KMT5A"
"9790","RILPL2"
"9791","SNRNP35"
"9792","RILPL1"
"9793","TMED2"
"9794","DDX55"
"9795","EIF2B1"
"9796","GTF2H3"
"9797","TCTN2"
"9798","ATP6V0A2"
"9799","DNAH10"
"9800","CCDC92"
"9801","ZNF664"
"9802","NCOR2"
"9803","SCARB1"
"9804","UBC"
"9805","DHX37"
"9806","BRI3BP"
"9807","AACS"
"9808","TMEM132B"
"9809","TMEM132C"
"9810","SLC15A4"
"9811","GLT1D1"
"9812","TMEM132D"
"9813","PIWIL1"
"9814","RIMBP2"
"9815","STX2"
"9816","RAN"
"9817","ADGRD1"
"9818","SFSWAP"
"9819","MMP17"
"9820","ULK1"
"9821","PUS1"
"9822","EP400"
"9823","DDX51"
"9824","NOC4L"
"9825","GALNT9"
"9826","FBRSL1"
"9827","LRCOL1"
"9828","POLE"
"9829","PXMP2"
"9830","PGAM5"
"9831","ANKLE2"
"9832","GOLGA3"
"9833","CHFR"
"9834","ZNF26"
"9835","ZNF84"
"9836","ZNF140"
"9837","ZNF891"
"9838","ZNF10"
"9839","ZNF268"
"9840","TPTE2"
"9841","MPHOSPH8"
"9842","PSPC1"
"9843","ZMYM5"
"9844","ZMYM2"
"9845","GJB6"
"9846","CRYL1"
"9847","IFT88"
"9848","IL17D"
"9849","XPO4"
"9850","LATS2"
"9851","SAP18"
"9852","SKA3"
"9853","MRPL57"
"9854","ZDHHC20"
"9855","MICU2"
"9856","FGF9"
"9857","SGCG"
"9858","SACS"
"9859","TNFRSF19"
"9860","MIPEP"
"9861","C1QTNF9B"
"9862","PARP4"
"9863","ATP12A"
"9864","RNF17"
"9865","CENPJ"
"9866","PABPC3"
"9867","AMER2"
"9868","MTMR6"
"9869","NUP58"
"9870","ATP8A2"
"9871","SHISA2"
"9872","RNF6"
"9873","CDK8"
"9874","WASF3"
"9875","GPR12"
"9876","USP12"
"9877","RPL21"
"9878","RASL11A"
"9879","GTF3A"
"9880","MTIF3"
"9881","LNX2"
"9882","POLR1D"
"9883","FLT3"
"9884","PAN3"
"9885","FLT1"
"9886","POMP"
"9887","SLC46A3"
"9888","MTUS2"
"9889","SLC7A1"
"9890","UBL3"
"9891","KATNAL1"
"9892","HMGB1"
"9893","USPL1"
"9894","MEDAG"
"9895","TEX26"
"9896","HSPH1"
"9897","B3GLCT"
"9898","RXFP2"
"9899","FRY"
"9900","BRCA2"
"9901","N4BP2L1"
"9902","N4BP2L2"
"9903","PDS5B"
"9904","KL"
"9905","STARD13"
"9906","RFC3"
"9907","NBEA"
"9908","MAB21L1"
"9909","DCLK1"
"9910","SOHLH2"
"9911","CCNA1"
"9912","SERTM1"
"9913","RFXAP"
"9914","SMAD9"
"9915","ALG5"
"9916","EXOSC8"
"9917","SUPT20H"
"9918","POSTN"
"9919","TRPC4"
"9920","UFM1"
"9921","FREM2"
"9922","PROSER1"
"9923","NHLRC3"
"9924","COG6"
"9925","FOXO1"
"9926","MRPS31"
"9927","SLC25A15"
"9928","ELF1"
"9929","WBP4"
"9930","KBTBD6"
"9931","KBTBD7"
"9932","MTRF1"
"9933","NAA16"
"9934","RGCC"
"9935","VWA8"
"9936","DGKH"
"9937","AKAP11"
"9938","FAM216B"
"9939","EPSTI1"
"9940","DNAJC15"
"9941","ENOX1"
"9942","CCDC122"
"9943","LACC1"
"9944","SMIM2"
"9945","SERP2"
"9946","TSC22D1"
"9947","NUFIP1"
"9948","GPALPP1"
"9949","GTF2F2"
"9950","KCTD4"
"9951","TPT1"
"9952","SLC25A30"
"9953","COG3"
"9954","ERICH6B"
"9955","SIAH3"
"9956","ZC3H13"
"9957","LCP1"
"9958","LRCH1"
"9959","ESD"
"9960","HTR2A"
"9961","SUCLA2"
"9962","NUDT15"
"9963","MED4"
"9964","ITM2B"
"9965","RB1"
"9966","LPAR6"
"9967","RCBTB2"
"9968","FNDC3A"
"9969","CDADC1"
"9970","CAB39L"
"9971","SETDB2"
"9972","PHF11"
"9973","RCBTB1"
"9974","ARL11"
"9975","EBPL"
"9976","KPNA3"
"9977","SPRYD7"
"9978","TRIM13"
"9979","KCNRG"
"9980","DLEU7"
"9981","RNASEH2B"
"9982","FAM124A"
"9983","SERPINE3"
"9984","INTS6"
"9985","WDFY2"
"9986","DHRS12"
"9987","ATP7B"
"9988","ALG11"
"9989","UTP14C"
"9990","NEK5"
"9991","NEK3"
"9992","THSD1"
"9993","VPS36"
"9994","CKAP2"
"9995","HNRNPA1L2"
"9996","SUGT1"
"9997","PCDH8"
"9998","OLFM4"
"9999","PCDH17"
"10000","DIAPH3"
"10001","TDRD3"
"10002","PCDH20"
"10003","PCDH9"
"10004","KLHL1"
"10005","DACH1"
"10006","MZT1"
"10007","BORA"
"10008","DIS3"
"10009","PIBF1"
"10010","KLF5"
"10011","KLF12"
"10012","TBC1D4"
"10013","COMMD6"
"10014","UCHL3"
"10015","LMO7"
"10016","LMO7DN"
"10017","KCTD12"
"10018","CLN5"
"10019","FBXL3"
"10020","MYCBP2"
"10021","SLAIN1"
"10022","EDNRB"
"10023","RNF219"
"10024","RBM26"
"10025","NDFIP2"
"10026","SPRY2"
"10027","SLITRK1"
"10028","SLITRK5"
"10029","GPC5"
"10030","GPC6"
"10031","DCT"
"10032","TGDS"
"10033","GPR180"
"10034","SOX21"
"10035","ABCC4"
"10036","CLDN10"
"10037","DZIP1"
"10038","DNAJC3"
"10039","UGGT2"
"10040","HS6ST3"
"10041","OXGR1"
"10042","MBNL2"
"10043","RAP2A"
"10044","IPO5"
"10045","FARP1"
"10046","STK24"
"10047","DOCK9"
"10048","UBAC2"
"10049","TM9SF2"
"10050","CLYBL"
"10051","ZIC2"
"10052","PCCA"
"10053","GGACT"
"10054","TMTC4"
"10055","NALCN"
"10056","ITGBL1"
"10057","FGF14"
"10058","TPP2"
"10059","METTL21C"
"10060","CCDC168"
"10061","TEX30"
"10062","KDELC1"
"10063","BIVM"
"10064","ERCC5"
"10065","EFNB2"
"10066","ARGLU1"
"10067","FAM155A"
"10068","LIG4"
"10069","ABHD13"
"10070","TNFSF13B"
"10071","MYO16"
"10072","IRS2"
"10073","COL4A1"
"10074","COL4A2"
"10075","CARS2"
"10076","ING1"
"10077","ANKRD10"
"10078","ARHGEF7"
"10079","TEX29"
"10080","SOX1"
"10081","TUBGCP3"
"10082","ATP11A"
"10083","MCF2L"
"10084","F7"
"10085","F10"
"10086","PCID2"
"10087","CUL4A"
"10088","LAMP1"
"10089","GRTP1"
"10090","ADPRHL1"
"10091","DCUN1D2"
"10092","TMCO3"
"10093","TFDP1"
"10094","TMEM255B"
"10095","GAS6"
"10096","RASA3"
"10097","CDC16"
"10098","UPF3A"
"10099","CHAMP1"
"10100","OR4N2"
"10101","TTC5"
"10102","CCNB1IP1"
"10103","PARP2"
"10104","TEP1"
"10105","OSGEP"
"10106","APEX1"
"10107","PNP"
"10108","RNASE1"
"10109","METTL17"
"10110","NDRG2"
"10111","ARHGEF40"
"10112","ZNF219"
"10113","TMEM253"
"10114","HNRNPC"
"10115","SUPT16H"
"10116","CHD8"
"10117","RAB2B"
"10118","TOX4"
"10119","METTL3"
"10120","SALL2"
"10121","DAD1"
"10122","ABHD4"
"10123","OXA1L"
"10124","SLC7A7"
"10125","MRPL52"
"10126","MMP14"
"10127","LRP10"
"10128","REM2"
"10129","RBM23"
"10130","PRMT5"
"10131","HAUS4"
"10132","C14orf93"
"10133","PSMB5"
"10134","CDH24"
"10135","ACIN1"
"10136","C14orf119"
"10137","SLC7A8"
"10138","HOMEZ"
"10139","PPP1R3E"
"10140","BCL2L2"
"10141","PABPN1"
"10142","SLC22A17"
"10143","EFS"
"10144","CMTM5"
"10145","MYH7"
"10146","NGDN"
"10147","ZFHX2"
"10148","THTPA"
"10149","AP1G2"
"10150","JPH4"
"10151","DHRS2"
"10152","DHRS4"
"10153","DHRS4L2"
"10154","CPNE6"
"10155","NRL"
"10156","PCK2"
"10157","DCAF11"
"10158","FITM1"
"10159","PSME1"
"10160","EMC9"
"10161","PSME2"
"10162","RNF31"
"10163","REC8"
"10164","IPO4"
"10165","CHMP4A"
"10166","MDP1"
"10167","NEDD8"
"10168","GMPR2"
"10169","TINF2"
"10170","TGM1"
"10171","RABGGTA"
"10172","DHRS1"
"10173","NOP9"
"10174","CIDEB"
"10175","LTB4R2"
"10176","LTB4R"
"10177","NFATC4"
"10178","NYNRIN"
"10179","CBLN3"
"10180","KHNYN"
"10181","SDR39U1"
"10182","STXBP6"
"10183","NOVA1"
"10184","FOXG1"
"10185","PRKD1"
"10186","G2E3"
"10187","SCFD1"
"10188","COCH"
"10189","STRN3"
"10190","AP4S1"
"10191","HECTD1"
"10192","HEATR5A"
"10193","NUBPL"
"10194","ARHGAP5"
"10195","AKAP6"
"10196","NPAS3"
"10197","EGLN3"
"10198","EAPP"
"10199","SNX6"
"10200","CFL2"
"10201","BAZ1A"
"10202","SRP54"
"10203","FAM177A1"
"10204","PPP2R3C"
"10205","NFKBIA"
"10206","INSM2"
"10207","RALGAPA1"
"10208","BRMS1L"
"10209","MBIP"
"10210","SFTA3"
"10211","NKX2-1"
"10212","NKX2-8"
"10213","SLC25A21"
"10214","MIPOL1"
"10215","TTC6"
"10216","SSTR1"
"10217","CLEC14A"
"10218","SEC23A"
"10219","GEMIN2"
"10220","TRAPPC6B"
"10221","PNN"
"10222","FBXO33"
"10223","LRFN5"
"10224","C14orf28"
"10225","KLHL28"
"10226","PRPF39"
"10227","FKBP3"
"10228","FANCM"
"10229","MIS18BP1"
"10230","MDGA2"
"10231","RPS29"
"10232","LRR1"
"10233","RPL36AL"
"10234","MGAT2"
"10235","DNAAF2"
"10236","POLE2"
"10237","KLHDC1"
"10238","KLHDC2"
"10239","NEMF"
"10240","ARF6"
"10241","VCPKMT"
"10242","SOS2"
"10243","L2HGDH"
"10244","CDKL1"
"10245","MAP4K5"
"10246","ATL1"
"10247","SAV1"
"10248","NIN"
"10249","PYGL"
"10250","ABHD12B"
"10251","TRIM9"
"10252","TMX1"
"10253","FRMD6"
"10254","GNG2"
"10255","NID2"
"10256","PTGDR"
"10257","TXNDC16"
"10258","GPR137C"
"10259","ERO1A"
"10260","PSMC6"
"10261","STYX"
"10262","GNPNAT1"
"10263","FERMT2"
"10264","DDHD1"
"10265","BMP4"
"10266","CDKN3"
"10267","CNIH1"
"10268","GMFB"
"10269","CGRRF1"
"10270","SAMD4A"
"10271","GCH1"
"10272","WDHD1"
"10273","SOCS4"
"10274","MAPK1IP1L"
"10275","LGALS3"
"10276","FBXO34"
"10277","ATG14"
"10278","KTN1"
"10279","PELI2"
"10280","TMEM260"
"10281","EXOC5"
"10282","AP5M1"
"10283","NAA30"
"10284","SLC35F4"
"10285","ACTR10"
"10286","PSMA3"
"10287","ARID4A"
"10288","TIMM9"
"10289","KIAA0586"
"10290","DACT1"
"10291","DAAM1"
"10292","GPR135"
"10293","L3HYPDH"
"10294","JKAMP"
"10295","CCDC175"
"10296","RTN1"
